edHello.agents.Patient@99fa758 | total wait time: 35 | dealt at time point: 35.0
simcore.agents.Patient@265e7303 | total wait time: 199 | dealt at time point: 552.0
simcore.agents.Patient@37e8ebd5 | total wait time: 51 | dealt at time point: 563.0
simcore.agents.Patient@62b2edae | total wait time: 12 | dealt at time point: 588.0
simcore.agents.Patient@6abb3973 | total wait time: 257 | dealt at time point: 594.0
simcore.agents.Patient@22cd750a | total wait time: 14 | dealt at time point: 606.0
simcore.agents.Patient@c85b534 | total wait time: 21 | dealt at time point: 629.0
simcore.agents.Patient@444b3780 | total wait time: 11 | dealt at time point: 636.0
simcore.agents.Patient@5d7172b3 | total wait time: 6 | dealt at time point: 646.0
simcore.agents.Patient@1e166ee3 | total wait time: 14 | dealt at time point: 671.0
simcore.agents.Patient@53723f18 | total wait time: 5 | dealt at time point: 678.0
simcore.agents.Patient@7db967f2 | total wait time: 257 | dealt at time point: 689.0
simcore.agents.Patient@50424760 | total wait time: 24 | dealt at time point: 713.0
simcore.agents.Patient@63d566ed | total wait time: 14 | dealt at time point: 718.0
simcore.agents.Patient@25921686 | total wait time: 10 | dealt at time point: 730.0
simcore.agents.Patient@5f2aafb8 | total wait time: 196 | dealt at time point: 756.0
simcore.agents.Patient@65fbf446 | total wait time: 22 | dealt at time point: 759.0
simcore.agents.Patient@61c6dfa7 | total wait time: 4 | dealt at time point: 772.0
simcore.agents.Patient@54f9e918 | total wait time: 15 | dealt at time point: 799.0
simcore.agents.Patient@2d5d5c77 | total wait time: 48 | dealt at time point: 800.0
simcore.agents.Patient@14eaa47c | total wait time: 14 | dealt at time point: 814.0
simcore.agents.Patient@1f88b803 | total wait time: 8 | dealt at time point: 840.0
simcore.agents.Patient@6d870073 | total wait time: 27 | dealt at time point: 843.0
simcore.agents.Patient@34a8c7bb | total wait time: 7 | dealt at time point: 855.0
simcore.agents.Patient@7c55cd1d | total wait time: 401 | dealt at time point: 882.0
simcore.agents.Patient@5ad3e721 | total wait time: 4 | dealt at time point: 885.0
simcore.agents.Patient@451a5a19 | total wait time: 351 | dealt at time point: 896.0
simcore.agents.Patient@fcb890 | total wait time: 26 | dealt at time point: 922.0
simcore.agents.Patient@4673d9a1 | total wait time: 16 | dealt at time point: 928.0
simcore.agents.Patient@6c3d568e | total wait time: 8 | dealt at time point: 937.0
simcore.agents.Patient@20177919 | total wait time: 20 | dealt at time point: 964.0
simcore.agents.Patient@102629d6 | total wait time: 8 | dealt at time point: 969.0
simcore.agents.Patient@43088e62 | total wait time: 116 | dealt at time point: 980.0
simcore.agents.Patient@54e46f6c | total wait time: 28 | dealt at time point: 1005.0
simcore.agents.Patient@58cfb5db | total wait time: 20 | dealt at time point: 1012.0
simcore.agents.Patient@54091ae4 | total wait time: 79 | dealt at time point: 112.0
simcore.agents.Patient@448f4155 | total wait time: 57 | dealt at time point: 153.0
simcore.agents.Patient@4c3c92eb | total wait time: 19 | dealt at time point: 196.0
simcore.agents.Patient@eaa2348 | total wait time: 197 | dealt at time point: 214.0
simcore.agents.Patient@29a9717b | total wait time: 110 | dealt at time point: 238.0
simcore.agents.Patient@aba859a | total wait time: 245 | dealt at time point: 246.0
simcore.agents.Patient@51de1df6 | total wait time: 15 | dealt at time point: 256.0
simcore.agents.Patient@4cbf2d0e | total wait time: 135 | dealt at time point: 279.0
simcore.agents.Patient@cda006f | total wait time: 79 | dealt at time point: 287.0
simcore.agents.Patient@77929e05 | total wait time: 9 | dealt at time point: 298.0
simcore.agents.Patient@62b3d67b | total wait time: 64 | dealt at time point: 320.0
simcore.agents.Patient@44329966 | total wait time: 137 | dealt at time point: 330.0
simcore.agents.Patient@2c96cc6e | total wait time: 4 | dealt at time point: 340.0
simcore.agents.Patient@401e7d32 | total wait time: 8 | dealt at time point: 361.0
simcore.agents.Patient@192d2b90 | total wait time: 308 | dealt at time point: 372.0
simcore.agents.Patient@3202c532 | total wait time: 302 | dealt at time point: 382.0
simcore.agents.Patient@16ce4fbb | total wait time: 178 | dealt at time point: 402.0
simcore.agents.Patient@1877d969 | total wait time: 14 | dealt at time point: 414.0
simcore.agents.Patient@7cd02d4 | total wait time: 265 | dealt at time point: 425.0
simcore.agents.Patient@31580d69 | total wait time: 139 | dealt at time point: 443.0
simcore.agents.Patient@48a3050f | total wait time: 7 | dealt at time point: 456.0
simcore.agents.Patient@5cf3c91a | total wait time: 4 | dealt at time point: 468.0
simcore.agents.Patient@39b7405d | total wait time: 98 | dealt at time point: 483.0
simcore.agents.Patient@2a807560 | total wait time: 17 | dealt at time point: 498.0
simcore.agents.Patient@1f805b3e | total wait time: 461 | dealt at time point: 510.0
simcore.agents.Patient@731a9b17 | total wait time: 11 | dealt at time point: 524.0
simcore.agents.Patient@73f3858b | total wait time: 267 | dealt at time point: 540.0
simcore.agents.Patient@653be02 | total wait time: 7 | dealt at time point: 551.0
simcore.agents.Patient@3bc03b9f | total wait time: 69 | dealt at time point: 565.0
simcore.agents.Patient@146b680b | total wait time: 6 | dealt at time point: 582.0
simcore.agents.Patient@45950090 | total wait time: 30 | dealt at time point: 591.0
simcore.agents.Patient@ce8e8a9 | total wait time: 15 | dealt at time point: 608.0
simcore.agents.Patient@79a5ae10 | total wait time: 15 | dealt at time point: 624.0
simcore.agents.Patient@218e9226 | total wait time: 201 | dealt at time point: 633.0
simcore.agents.Patient@73ab0dfb | total wait time: 9 | dealt at time point: 650.0
simcore.agents.Patient@505e8e2a | total wait time: 7 | dealt at time point: 664.0
simcore.agents.Patient@46e97274 | total wait time: 259 | dealt at time point: 675.0
simcore.agents.Patient@709e044 | total wait time: 20 | dealt at time point: 692.0
simcore.agents.Patient@201b83d8 | total wait time: 17 | dealt at time point: 706.0
simcore.agents.Patient@51cfeb00 | total wait time: 13 | dealt at time point: 717.0
simcore.agents.Patient@67f3ba10 | total wait time: 14 | dealt at time point: 734.0
simcore.agents.Patient@3a99e2a | total wait time: 11 | dealt at time point: 747.0
simcore.agents.Patient@7124b6f1 | total wait time: 6 | dealt at time point: 758.0
simcore.agents.Patient@118b41d3 | total wait time: 8 | dealt at time point: 776.0
simcore.agents.Patient@2526a79b | total wait time: 4 | dealt at time point: 789.0
simcore.agents.Patient@3c14a72 | total wait time: 687 | dealt at time point: 799.0
simcore.agents.Patient@4b7dd35a | total wait time: 18 | dealt at time point: 818.0
simcore.agents.Patient@25f0c64a | total wait time: 15 | dealt at time point: 832.0
simcore.agents.Patient@601671f5 | total wait time: 7 | dealt at time point: 840.0
simcore.agents.Patient@30851528 | total wait time: 11 | dealt at time point: 860.0
simcore.agents.Patient@4e0aab9 | total wait time: 11 | dealt at time point: 875.0
simcore.agents.Patient@71e0fd09 | total wait time: 514 | dealt at time point: 882.0
simcore.agents.Patient@70b46aa1 | total wait time: 22 | dealt at time point: 902.0
simcore.agents.Patient@18ba034b | total wait time: 5 | dealt at time point: 917.0
simcore.agents.Patient@7e5fef1f | total wait time: 299 | dealt at time point: 923.0
simcore.agents.Patient@20bb1276 | total wait time: 16 | dealt at time point: 945.0
simcore.agents.Patient@6840159a | total wait time: 14 | dealt at time point: 959.0
simcore.agents.Patient@4050aef8 | total wait time: 4 | dealt at time point: 964.0
simcore.agents.Patient@72733fde | total wait time: 9 | dealt at time point: 986.0
simcore.agents.Patient@1798620e | total wait time: 10 | dealt at time point: 1002.0
simcore.agents.Patient@50ce4efe | total wait time: 684 | dealt at time point: 1005.0
simcore.agents.Patient@3e45ba6b | total wait time: 19 | dealt at time point: 1028.0
simcore.agents.Patient@12fd29d3 | total wait time: 20 | dealt at time point: 1044.0
simcore.agents.Patient@26751efe | total wait time: 7 | dealt at time point: 1047.0
simcore.agents.Patient@1ce7969d | total wait time: 13 | dealt at time point: 1070.0
simcore.agents.Patient@5f34b474 | total wait time: 12 | dealt at time point: 1085.0
simcore.agents.Patient@5a694b24 | total wait time: 560 | dealt at time point: 1089.0
simcore.agents.Patient@40bbc78e | total wait time: 6 | dealt at time point: 1111.0
simcore.agents.Patient@6a01e89d | total wait time: 7 | dealt at time point: 1128.0
simcore.agents.Patient@683c527 | total wait time: 41 | dealt at time point: 1130.0
simcore.agents.Patient@3137b409 | total wait time: 16 | dealt at time point: 1152.0
simcore.agents.Patient@2105f890 | total wait time: 18 | dealt at time point: 1171.0
simcore.agents.Patient@46e9cb02 | total wait time: 4 | dealt at time point: 1172.0
simcore.agents.Patient@d2b219a | total wait time: 11 | dealt at time point: 1195.0
simcore.agents.Patient@7c20aeea | total wait time: 12 | dealt at time point: 1212.0
simcore.agents.Patient@474c3265 | total wait time: 317 | dealt at time point: 1214.0
simcore.agents.Patient@5e1ff468 | total wait time: 3 | dealt at time point: 1236.0
simcore.agents.Patient@571e2e37 | total wait time: 37 | dealt at time point: 1254.0
simcore.agents.Patient@4bdcaec7 | total wait time: 6 | dealt at time point: 1255.0
simcore.agents.Patient@2f428695 | total wait time: 13 | dealt at time point: 1278.0
simcore.agents.Patient@526e211d | total wait time: 16 | dealt at time point: 1296.0
simcore.agents.Patient@2baf6ee1 | total wait time: 3 | dealt at time point: 1300.0
simcore.agents.Patient@74a199dc | total wait time: 7 | dealt at time point: 1319.0
simcore.agents.Patient@1b9c5999 | total wait time: 10 | dealt at time point: 1339.0
simcore.agents.Patient@17721e21 | total wait time: 4 | dealt at time point: 1348.0
simcore.agents.Patient@4026e85d | total wait time: 3 | dealt at time point: 1364.0
simcore.agents.Patient@1b6237fc | total wait time: 4 | dealt at time point: 1381.0
simcore.agents.Patient@4c06ff2b | total wait time: 5 | dealt at time point: 1397.0
simcore.agents.Patient@fe69e57 | total wait time: 4 | dealt at time point: 1412.0
simcore.agents.Patient@24022d32 | total wait time: 3 | dealt at time point: 1428.0
simcore.agents.Patient@368bef92 | total wait time: 3 | dealt at time point: 1444.0
simcore.agents.Patient@73ce4403 | total wait time: 4 | dealt at time point: 1461.0
simcore.agents.Patient@6389eb60 | total wait time: 5 | dealt at time point: 1477.0
simcore.agents.Patient@34a7295a | total wait time: 4 | dealt at time point: 1493.0
simcore.agents.Patient@23a1bf6 | total wait time: 4 | dealt at time point: 1508.0
simcore.agents.Patient@abeec7d | total wait time: 4 | dealt at time point: 1525.0
simcore.agents.Patient@79c8b31d | total wait time: 4 | dealt at time point: 1541.0
simcore.agents.Patient@360c0449 | total wait time: 3 | dealt at time point: 1555.0
simcore.agents.Patient@1acbf1d9 | total wait time: 5 | dealt at time point: 1573.0
simcore.agents.Patient@7ac3a8b8 | total wait time: 4 | dealt at time point: 1589.0
simcore.agents.Patient@6955b1e1 | total wait time: 3 | dealt at time point: 1603.0
simcore.agents.Patient@15c32cc7 | total wait time: 3 | dealt at time point: 1620.0
simcore.agents.Patient@28263ba8 | total wait time: 4 | dealt at time point: 1636.0
simcore.agents.Patient@460ce0c1 | total wait time: 4 | dealt at time point: 1653.0
simcore.agents.Patient@6ba8e873 | total wait time: 4 | dealt at time point: 1668.0
simcore.agents.Patient@52ce7f7d | total wait time: 4 | dealt at time point: 1685.0
simcore.agents.Patient@554a0f7e | total wait time: 3 | dealt at time point: 1699.0
simcore.agents.Patient@53f8f6fc | total wait time: 3 | dealt at time point: 1715.0
simcore.agents.Patient@18838e5c | total wait time: 4 | dealt at time point: 1733.0
simcore.agents.Patient@6587f2bf | total wait time: 4 | dealt at time point: 1748.0
simcore.agents.Patient@4ad640cd | total wait time: 5 | dealt at time point: 1765.0
simcore.agents.Patient@78a3303d | total wait time: 4 | dealt at time point: 1780.0
simcore.agents.Patient@7ae7ed3d | total wait time: 3 | dealt at time point: 1796.0
simcore.agents.Patient@467bc491 | total wait time: 5 | dealt at time point: 1813.0
simcore.agents.Patient@22b384bc | total wait time: 4 | dealt at time point: 1828.0
simcore.agents.Patient@39df1c95 | total wait time: 3 | dealt at time point: 1843.0
simcore.agents.Patient@d407316 | total wait time: 4 | dealt at time point: 1861.0
simcore.agents.Patient@66f5660d | total wait time: 3 | dealt at time point: 1875.0
simcore.agents.Patient@8910efa | total wait time: 3 | dealt at time point: 1892.0
simcore.agents.Patient@1d1aeb6c | total wait time: 3 | dealt at time point: 1908.0
simcore.agents.Patient@37cd8abd | total wait time: 3 | dealt at time point: 1924.0
simcore.agents.Patient@67d270a2 | total wait time: 3 | dealt at time point: 1939.0
simcore.agents.Patient@72b6031a | total wait time: 4 | dealt at time point: 1956.0
simcore.agents.Patient@7038fd94 | total wait time: 4 | dealt at time point: 1972.0
simcore.agents.Patient@5fd63748 | total wait time: 3 | dealt at time point: 1988.0
simcore.agents.Patient@41238673 | total wait time: 4 | dealt at time point: 2004.0
simcore.agents.Patient@5eae99ae | total wait time: 3 | dealt at time point: 2019.0
simcore.agents.Patient@2df8859b | total wait time: 3 | dealt at time point: 2036.0
simcore.agents.Patient@164f50d0 | total wait time: 4 | dealt at time point: 2053.0
simcore.agents.Patient@11d5c53f | total wait time: 3 | dealt at time point: 2067.0
simcore.agents.Patient@25d27abd | total wait time: 3 | dealt at time point: 2084.0
simcore.agents.Patient@37fbbbe1 | total wait time: 3 | dealt at time point: 2100.0
simcore.agents.Patient@76b4d595 | total wait time: 3 | dealt at time point: 2115.0
simcore.agents.Patient@74563540 | total wait time: 3 | dealt at time point: 2132.0
simcore.agents.Patient@74601a33 | total wait time: 4 | dealt at time point: 2149.0
simcore.agents.Patient@526c0b52 | total wait time: 5 | dealt at time point: 2165.0
simcore.agents.Patient@1d20e94c | total wait time: 4 | dealt at time point: 2180.0
simcore.agents.Patient@43529c99 | total wait time: 3 | dealt at time point: 2195.0
simcore.agents.Patient@25c472fe | total wait time: 3 | dealt at time point: 2212.0
simcore.agents.Patient@7b2828bc | total wait time: 2 | dealt at time point: 2227.0
simcore.agents.Patient@7b28bff8 | total wait time: 4 | dealt at time point: 2244.0
simcore.agents.Patient@26b86778 | total wait time: 3 | dealt at time point: 2260.0
simcore.agents.Patient@14c86aa2 | total wait time: 3 | dealt at time point: 2276.0
simcore.agents.Patient@588f2e81 | total wait time: 3 | dealt at time point: 2291.0
simcore.agents.Patient@399ad795 | total wait time: 5 | dealt at time point: 2309.0
simcore.agents.Patient@728379d8 | total wait time: 4 | dealt at time point: 2324.0
simcore.agents.Patient@d96a6d3 | total wait time: 4 | dealt at time point: 2341.0
simcore.agents.Patient@32c561fb | total wait time: 5 | dealt at time point: 2357.0
simcore.agents.Patient@5b9683f1 | total wait time: 3 | dealt at time point: 2372.0
simcore.agents.Patient@5f3ac6e2 | total wait time: 3 | dealt at time point: 2388.0
simcore.agents.Patient@4efac9de | total wait time: 4 | dealt at time point: 2404.0
simcore.agents.Patient@543eed29 | total wait time: 2 | dealt at time point: 2419.0
simcore.agents.Patient@6d570a4d | total wait time: 5 | dealt at time point: 2437.0
simcore.agents.Patient@45ea69b2 | total wait time: 5 | dealt at time point: 2453.0
simcore.agents.Patient@3e38b33e | total wait time: 4 | dealt at time point: 2468.0
simcore.agents.Patient@16d36955 | total wait time: 5 | dealt at time point: 2485.0
simcore.agents.Patient@23852edc | total wait time: 4 | dealt at time point: 2500.0
simcore.agents.Patient@4ae26cbf | total wait time: 4 | dealt at time point: 2516.0
simcore.agents.Patient@2a4596a9 | total wait time: 3 | dealt at time point: 2532.0
simcore.agents.Patient@b78f8ab | total wait time: 4 | dealt at time point: 2548.0
simcore.agents.Patient@327a4fc5 | total wait time: 3 | dealt at time point: 2564.0
simcore.agents.Patient@5f4b8f80 | total wait time: 4 | dealt at time point: 2581.0
simcore.agents.Patient@6980f85c | total wait time: 3 | dealt at time point: 2596.0
simcore.agents.Patient@5d3896cd | total wait time: 4 | dealt at time point: 2612.0
simcore.agents.Patient@653fdf2f | total wait time: 2 | dealt at time point: 2627.0
simcore.agents.Patient@1cd373ae | total wait time: 5 | dealt at time point: 2645.0
simcore.agents.Patient@627baed6 | total wait time: 4 | dealt at time point: 2660.0
simcore.agents.Patient@66604e53 | total wait time: 4 | dealt at time point: 2677.0
simcore.agents.Patient@93666a8 | total wait time: 3 | dealt at time point: 2691.0
simcore.agents.Patient@58a84696 | total wait time: 3 | dealt at time point: 2708.0
simcore.agents.Patient@17cd24b3 | total wait time: 3 | dealt at time point: 2723.0
simcore.agents.Patient@72e25b09 | total wait time: 4 | dealt at time point: 2740.0
simcore.agents.Patient@2702127c | total wait time: 4 | dealt at time point: 2756.0
simcore.agents.Patient@4ef28934 | total wait time: 3 | dealt at time point: 2772.0
simcore.agents.Patient@7daa2e46 | total wait time: 4 | dealt at time point: 2788.0
simcore.agents.Patient@2143c54a | total wait time: 4 | dealt at time point: 2805.0
simcore.agents.Patient@79c91842 | total wait time: 3 | dealt at time point: 2819.0
simcore.agents.Patient@46107aee | total wait time: 4 | dealt at time point: 2836.0
simcore.agents.Patient@14b73ce7 | total wait time: 4 | dealt at time point: 2853.0
simcore.agents.Patient@5e189c97 | total wait time: 4 | dealt at time point: 2869.0
simcore.agents.Patient@1b7f046f | total wait time: 4 | dealt at time point: 2884.0
simcore.agents.Patient@6faa8829 | total wait time: 3 | dealt at time point: 2899.0
simcore.agents.Patient@5dcd5190 | total wait time: 4 | dealt at time point: 2916.0
simcore.agents.Patient@4493db60 | total wait time: 3 | dealt at time point: 2932.0
simcore.agents.Patient@6874efeb | total wait time: 2 | dealt at time point: 2947.0
simcore.agents.Patient@b73e578 | total wait time: 2 | dealt at time point: 2963.0
simcore.agents.Patient@35467af9 | total wait time: 3 | dealt at time point: 2980.0
simcore.agents.Patient@2e9ae6f7 | total wait time: 3 | dealt at time point: 2995.0
simcore.agents.Patient@4648da82 | total wait time: 5 | dealt at time point: 3013.0
simcore.agents.Patient@3868149d | total wait time: 3 | dealt at time point: 3028.0
simcore.agents.Patient@746bb8b | total wait time: 3 | dealt at time point: 3043.0
simcore.agents.Patient@15ff9b75 | total wait time: 3 | dealt at time point: 3060.0
simcore.agents.Patient@4d75e97a | total wait time: 2 | dealt at time point: 3075.0
simcore.agents.Patient@680a56d3 | total wait time: 3 | dealt at time point: 3092.0
simcore.agents.Patient@35ef55f9 | total wait time: 3 | dealt at time point: 3108.0
simcore.agents.Patient@4d639200 | total wait time: 4 | dealt at time point: 3124.0
simcore.agents.Patient@79cbfd0a | total wait time: 4 | dealt at time point: 3141.0
simcore.agents.Patient@6293eaa9 | total wait time: 3 | dealt at time point: 3155.0
simcore.agents.Patient@6b521897 | total wait time: 3 | dealt at time point: 3172.0
simcore.agents.Patient@2e12e92a | total wait time: 3 | dealt at time point: 3187.0
simcore.agents.Patient@1ca3bf70 | total wait time: 3 | dealt at time point: 3204.0
simcore.agents.Patient@3550b43c | total wait time: 3 | dealt at time point: 3220.0
simcore.agents.Patient@6b8430f9 | total wait time: 3 | dealt at time point: 3236.0
simcore.agents.Patient@d1059ea | total wait time: 3 | dealt at time point: 3252.0
simcore.agents.Patient@58a390b8 | total wait time: 4 | dealt at time point: 3268.0
simcore.agents.Patient@29a98f52 | total wait time: 4 | dealt at time point: 3285.0
simcore.agents.Patient@32cc3b57 | total wait time: 3 | dealt at time point: 3299.0
simcore.agents.Patient@9531129 | total wait time: 3 | dealt at time point: 3316.0
simcore.agents.Patient@23350cf2 | total wait time: 4 | dealt at time point: 3332.0
simcore.agents.Patient@421e4d79 | total wait time: 4 | dealt at time point: 3348.0
simcore.agents.Patient@2d180301 | total wait time: 3 | dealt at time point: 3364.0
simcore.agents.Patient@1be27e01 | total wait time: 2 | dealt at time point: 3379.0
simcore.agents.Patient@77f006d0 | total wait time: 4 | dealt at time point: 3397.0
simcore.agents.Patient@432f4b9 | total wait time: 3 | dealt at time point: 3411.0
simcore.agents.Patient@7d28b6fc | total wait time: 4 | dealt at time point: 3428.0
simcore.agents.Patient@7072cdad | total wait time: 3 | dealt at time point: 3444.0
simcore.agents.Patient@35084071 | total wait time: 4 | dealt at time point: 3460.0
simcore.agents.Patient@38fbc69e | total wait time: 4 | dealt at time point: 3476.0
simcore.agents.Patient@3087427c | total wait time: 4 | dealt at time point: 3493.0
simcore.agents.Patient@31683c84 | total wait time: 4 | dealt at time point: 3509.0
simcore.agents.Patient@40bf3fd3 | total wait time: 4 | dealt at time point: 3525.0
simcore.agents.Patient@8b26d0f | total wait time: 5 | dealt at time point: 3541.0
simcore.agents.Patient@1fc3606f | total wait time: 3 | dealt at time point: 3555.0
simcore.agents.Patient@1de4938a | total wait time: 4 | dealt at time point: 3572.0
simcore.agents.Patient@6c741929 | total wait time: 3 | dealt at time point: 3588.0
simcore.agents.Patient@3f91d1fc | total wait time: 4 | dealt at time point: 3604.0
simcore.agents.Patient@250f9294 | total wait time: 5 | dealt at time point: 3621.0
simcore.agents.Patient@625958a8 | total wait time: 4 | dealt at time point: 3636.0
simcore.agents.Patient@73054b3c | total wait time: 4 | dealt at time point: 3653.0
simcore.agents.Patient@6d5c4b94 | total wait time: 5 | dealt at time point: 3669.0
simcore.agents.Patient@bdcf6cb | total wait time: 5 | dealt at time point: 3685.0
simcore.agents.Patient@5fd05ef2 | total wait time: 5 | dealt at time point: 3701.0
simcore.agents.Patient@3a3b9286 | total wait time: 4 | dealt at time point: 3716.0
simcore.agents.Patient@68b284c2 | total wait time: 4 | dealt at time point: 3733.0
simcore.agents.Patient@3b837720 | total wait time: 3 | dealt at time point: 3748.0
simcore.agents.Patient@23accb5d | total wait time: 4 | dealt at time point: 3765.0
simcore.agents.Patient@6c2b58f1 | total wait time: 4 | dealt at time point: 3780.0
simcore.agents.Patient@527b1a6d | total wait time: 5 | dealt at time point: 3797.0
simcore.agents.Patient@cd3882 | total wait time: 4 | dealt at time point: 3812.0
simcore.agents.Patient@5f15486 | total wait time: 3 | dealt at time point: 3828.0
simcore.agents.Patient@730bc13c | total wait time: 4 | dealt at time point: 3845.0
simcore.agents.Patient@6ac38c1 | total wait time: 3 | dealt at time point: 3860.0
simcore.agents.Patient@e66f6be | total wait time: 4 | dealt at time point: 3876.0
simcore.agents.Patient@77f5d833 | total wait time: 3 | dealt at time point: 3892.0
simcore.agents.Patient@5fb283ce | total wait time: 4 | dealt at time point: 3908.0
simcore.agents.Patient@7cac227d | total wait time: 5 | dealt at time point: 3925.0
simcore.agents.Patient@35f072a8 | total wait time: 5 | dealt at time point: 3941.0
simcore.agents.Patient@4b612209 | total wait time: 4 | dealt at time point: 3956.0
simcore.agents.Patient@618a7393 | total wait time: 3 | dealt at time point: 3972.0
simcore.agents.Patient@7d5af048 | total wait time: 3 | dealt at time point: 3987.0
simcore.agents.Patient@6ba5e28a | total wait time: 3 | dealt at time point: 4004.0
simcore.agents.Patient@666a05cc | total wait time: 3 | dealt at time point: 4019.0
simcore.agents.Patient@186f6a73 | total wait time: 4 | dealt at time point: 4037.0
simcore.agents.Patient@239596f9 | total wait time: 4 | dealt at time point: 4052.0
simcore.agents.Patient@2cf64a52 | total wait time: 4 | dealt at time point: 4068.0
simcore.agents.Patient@2d318847 | total wait time: 4 | dealt at time point: 4085.0
simcore.agents.Patient@1ec03b7f | total wait time: 4 | dealt at time point: 4101.0
simcore.agents.Patient@4aa410ea | total wait time: 4 | dealt at time point: 4117.0
simcore.agents.Patient@1e851e1d | total wait time: 3 | dealt at time point: 4131.0
simcore.agents.Patient@5ebd7945 | total wait time: 3 | dealt at time point: 4147.0
simcore.agents.Patient@a09c819 | total wait time: 5 | dealt at time point: 4165.0
simcore.agents.Patient@59b0d788 | total wait time: 3 | dealt at time point: 4179.0
simcore.agents.Patient@74991ef2 | total wait time: 3 | dealt at time point: 4195.0
simcore.agents.Patient@3fcbb2d | total wait time: 4 | dealt at time point: 4212.0
simcore.agents.Patient@4420fdb3 | total wait time: 3 | dealt at time point: 4228.0
simcore.agents.Patient@6385a4e3 | total wait time: 3 | dealt at time point: 4244.0
simcore.agents.Patient@77eb6d1c | total wait time: 4 | dealt at time point: 4260.0
simcore.agents.Patient@38af988a | total wait time: 3 | dealt at time point: 4275.0
simcore.agents.Patient@40c306f1 | total wait time: 3 | dealt at time point: 4292.0
simcore.agents.Patient@1561e261 | total wait time: 3 | dealt at time point: 4308.0
simcore.agents.Patient@10daea76 | total wait time: 4 | dealt at time point: 4324.0
simcore.agents.Patient@26f0cd98 | total wait time: 5 | dealt at time point: 4341.0
simcore.agents.Patient@252d85b2 | total wait time: 3 | dealt at time point: 4356.0
simcore.agents.Patient@19a1bc52 | total wait time: 3 | dealt at time point: 4372.0
simcore.agents.Patient@19e7eb9a | total wait time: 3 | dealt at time point: 4388.0
simcore.agents.Patient@7bdca4a4 | total wait time: 3 | dealt at time point: 4403.0
simcore.agents.Patient@1cc134dc | total wait time: 3 | dealt at time point: 4419.0
simcore.agents.Patient@7117082f | total wait time: 4 | dealt at time point: 4437.0
simcore.agents.Patient@7637c070 | total wait time: 3 | dealt at time point: 4452.0
simcore.agents.Patient@3dc3333b | total wait time: 3 | dealt at time point: 4468.0
simcore.agents.Patient@65e3aa26 | total wait time: 4 | dealt at time point: 4484.0
simcore.agents.Patient@51494bef | total wait time: 4 | dealt at time point: 4500.0
simcore.agents.Patient@1cbcbc44 | total wait time: 4 | dealt at time point: 4517.0
simcore.agents.Patient@3055ed1 | total wait time: 3 | dealt at time point: 4531.0
simcore.agents.Patient@e2c1896 | total wait time: 3 | dealt at time point: 4547.0
simcore.agents.Patient@2fbee84f | total wait time: 3 | dealt at time point: 4563.0
simcore.agents.Patient@5f7bfd7c | total wait time: 4 | dealt at time point: 4580.0
simcore.agents.Patient@6ca56d0f | total wait time: 4 | dealt at time point: 4597.0
simcore.agents.Patient@1a643e | total wait time: 2 | dealt at time point: 4611.0
simcore.agents.Patient@77b93072 | total wait time: 3 | dealt at time point: 4628.0
simcore.agents.Patient@1783a890 | total wait time: 2 | dealt at time point: 4643.0
simcore.agents.Patient@4509e783 | total wait time: 4 | dealt at time point: 4661.0
simcore.agents.Patient@777bc179 | total wait time: 4 | dealt at time point: 4677.0
simcore.agents.Patient@63bb467d | total wait time: 4 | dealt at time point: 4692.0
simcore.agents.Patient@19d1c4ff | total wait time: 4 | dealt at time point: 4708.0
simcore.agents.Patient@3c0a777b | total wait time: 4 | dealt at time point: 4724.0
simcore.agents.Patient@76ad371b | total wait time: 3 | dealt at time point: 4739.0
simcore.agents.Patient@a213948 | total wait time: 3 | dealt at time point: 4756.0
simcore.agents.Patient@7fa97dc9 | total wait time: 3 | dealt at time point: 4772.0
simcore.agents.Patient@91f224a | total wait time: 4 | dealt at time point: 4789.0
simcore.agents.Patient@bc7c163 | total wait time: 3 | dealt at time point: 4804.0
simcore.agents.Patient@600ab87b | total wait time: 4 | dealt at time point: 4821.0
simcore.agents.Patient@1794ddd2 | total wait time: 4 | dealt at time point: 4837.0
simcore.agents.Patient@2cec8aaa | total wait time: 2 | dealt at time point: 4851.0
simcore.agents.Patient@4b508b8c | total wait time: 3 | dealt at time point: 4867.0
simcore.agents.Patient@139143a | total wait time: 4 | dealt at time point: 4885.0
simcore.agents.Patient@3a06cdcd | total wait time: 4 | dealt at time point: 4900.0
simcore.agents.Patient@211b1f5a | total wait time: 3 | dealt at time point: 4915.0
simcore.agents.Patient@393910a3 | total wait time: 2 | dealt at time point: 4931.0
simcore.agents.Patient@2f182c61 | total wait time: 4 | dealt at time point: 4948.0
simcore.agents.Patient@3bce7141 | total wait time: 4 | dealt at time point: 4964.0
simcore.agents.Patient@3ee85ec9 | total wait time: 5 | dealt at time point: 4981.0
simcore.agents.Patient@33ff2bda | total wait time: 5 | dealt at time point: 4997.0
simcore.agents.Patient@4420e673 | total wait time: 4 | dealt at time point: 5013.0
simcore.agents.Patient@3b9504c5 | total wait time: 4 | dealt at time point: 5028.0
simcore.agents.Patient@3e82ce7a | total wait time: 3 | dealt at time point: 5044.0
simcore.agents.Patient@2f7396c9 | total wait time: 4 | dealt at time point: 5060.0
simcore.agents.Patient@f60959f | total wait time: 4 | dealt at time point: 5077.0
